Name ,CSD refc. ,DB Acr. ,GT ,Calc. Type ,Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS ,Source ,CSFT ,CSA 
HEXNII_CoRE,HEXNII,CoRE,Real,Grand Canonical Monte Carlo,1.57,238.8,374.2,0.27,0.27,4.82,4.12,0.18,2.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MABKIK01_CoRE,MABKIK01,CoRE,Real,Grand Canonical Monte Carlo,1.39,495.8,689.5,0.3,0.32,5.51,5.2,0.2,2.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAHMEY01_CoRE,WAHMEY01,CoRE,Real,Grand Canonical Monte Carlo,2.51,0.0,0.0,0.04,0.14,4.19,2.43,0.11,2.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YARGIJ_CoRE,YARGIJ,CoRE,Real,Grand Canonical Monte Carlo,1.28,0.0,0.0,0.25,0.35,5.34,3.2,0.22,2.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZEDROR_CoRE,ZEDROR,CoRE,Real,Grand Canonical Monte Carlo,1.24,0.0,0.0,0.41,0.4,5.08,3.57,0.22,2.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIBHEF_CoRE,FIBHEF,CoRE,Real,Grand Canonical Monte Carlo,1.34,0.0,0.0,0.24,0.37,4.72,3.65,0.21,2.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IYUHIU_CoRE,IYUHIU,CoRE,Real,Grand Canonical Monte Carlo,1.36,0.0,0.0,0.22,0.35,5.1,2.44,0.2,2.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ODIXAC_CoRE,ODIXAC,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.23,0.31,5.23,2.9,0.19,2.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PELXIP_CoRE,PELXIP,CoRE,Real,Grand Canonical Monte Carlo,1.84,0.0,0.0,0.28,0.24,5.04,3.67,0.15,2.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UVARIT_CoRE,UVARIT,CoRE,Real,Grand Canonical Monte Carlo,1.23,0.0,0.0,0.27,0.37,4.76,3.17,0.22,2.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XADFAL_CoRE,XADFAL,CoRE,Real,Grand Canonical Monte Carlo,1.39,0.0,0.0,0.44,0.37,4.27,2.97,0.19,2.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZIDVAL_CoRE,ZIDVAL,CoRE,Real,Grand Canonical Monte Carlo,1.34,0.0,0.0,0.28,0.31,5.33,3.58,0.21,2.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FEVDER_CoRE,FEVDER,CoRE,Real,Grand Canonical Monte Carlo,1.24,0.0,0.0,0.16,0.35,4.12,2.59,0.22,2.82,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NEVVEQ_CoRE,NEVVEQ,CoRE,Real,Grand Canonical Monte Carlo,1.57,253.8,398.2,0.36,0.29,4.81,3.8,0.17,2.82,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BUVXOG_CoRE,BUVXOG,CoRE,Real,Grand Canonical Monte Carlo,1.27,552.8,677.6,0.25,0.36,7.08,5.43,0.22,2.81,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NASMIF_CoRE,NASMIF,CoRE,Real,Grand Canonical Monte Carlo,1.7,0.0,0.0,0.1,0.22,3.42,2.56,0.16,2.81,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WUWQUB_CoRE,WUWQUB,CoRE,Real,Grand Canonical Monte Carlo,1.23,0.0,0.0,0.33,0.37,6.75,3.25,0.22,2.81,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KILJEV_CoRE,KILJEV,CoRE,Real,Grand Canonical Monte Carlo,1.96,0.0,0.0,0.18,0.19,3.85,3.18,0.14,2.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KUNWEW_CoRE,KUNWEW,CoRE,Real,Grand Canonical Monte Carlo,1.47,336.7,495.3,0.26,0.3,5.29,3.81,0.19,2.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RATCUL02_CoRE,RATCUL02,CoRE,Real,Grand Canonical Monte Carlo,1.74,259.1,450.5,0.26,0.26,4.71,3.73,0.16,2.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FEVDIV_CoRE,FEVDIV,CoRE,Real,Grand Canonical Monte Carlo,1.25,0.0,0.0,0.15,0.35,4.12,2.53,0.22,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HOXGEH_CoRE,HOXGEH,CoRE,Real,Grand Canonical Monte Carlo,1.76,257.1,452.6,0.19,0.24,7.22,5.56,0.16,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IJANAJ_CoRE,IJANAJ,CoRE,Real,Grand Canonical Monte Carlo,1.42,0.0,0.0,0.22,0.32,4.15,3.01,0.19,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEGBEK01_CoRE,PEGBEK01,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.24,0.34,4.27,3.48,0.19,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QUPJAN_CoRE,QUPJAN,CoRE,Real,Grand Canonical Monte Carlo,1.34,0.0,0.0,0.39,0.36,5.93,3.61,0.2,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TEQVAO_CoRE,TEQVAO,CoRE,Real,Grand Canonical Monte Carlo,1.2,0.0,0.0,0.3,0.43,4.71,3.53,0.22,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UVASAM_CoRE,UVASAM,CoRE,Real,Grand Canonical Monte Carlo,1.22,0.0,0.0,0.27,0.37,4.76,3.15,0.22,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YARDIG_CoRE,YARDIG,CoRE,Real,Grand Canonical Monte Carlo,1.03,0.0,0.0,0.46,0.53,4.63,3.53,0.26,2.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GAWMAU_CoRE,GAWMAU,CoRE,Real,Grand Canonical Monte Carlo,1.56,0.0,0.0,0.15,0.29,3.79,2.71,0.17,2.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GAXGIX_CoRE,GAXGIX,CoRE,Real,Grand Canonical Monte Carlo,1.31,0.0,0.0,0.21,0.32,4.87,3.13,0.21,2.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KONCIA_CoRE,KONCIA,CoRE,Real,Grand Canonical Monte Carlo,1.89,0.0,0.0,0.32,0.26,4.37,3.45,0.14,2.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUSJAL_CoRE,LUSJAL,CoRE,Real,Grand Canonical Monte Carlo,1.37,382.3,524.6,0.31,0.32,4.6,4.02,0.2,2.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QARCET_CoRE,QARCET,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.29,0.31,5.63,3.59,0.19,2.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RUHCED_CoRE,RUHCED,CoRE,Real,Grand Canonical Monte Carlo,1.22,1015.9,1243.65,0.58,0.48,6.21,6.0,0.21,2.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CECVIQ_CoRE,CECVIQ,CoRE,Real,Grand Canonical Monte Carlo,2.17,0.0,0.0,0.26,0.18,3.95,3.21,0.13,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
COMGUH_CoRE,COMGUH,CoRE,Real,Grand Canonical Monte Carlo,1.96,0.0,0.0,0.13,0.18,4.79,2.48,0.14,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KINLAW_CoRE,KINLAW,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.09,0.27,3.28,2.52,0.19,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MICNUI_CoRE,MICNUI,CoRE,Real,Grand Canonical Monte Carlo,1.08,0.0,0.0,0.43,0.52,4.67,2.88,0.24,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QOPCII_CoRE,QOPCII,CoRE,Real,Grand Canonical Monte Carlo,2.11,0.0,0.0,0.12,0.15,3.4,3.0,0.13,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TAFBIN_CoRE,TAFBIN,CoRE,Real,Grand Canonical Monte Carlo,1.67,0.0,0.0,0.21,0.25,4.9,3.23,0.16,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VEFJOG_CoRE,VEFJOG,CoRE,Real,Grand Canonical Monte Carlo,1.53,0.0,0.0,0.21,0.28,5.23,2.55,0.18,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WUWRAI_CoRE,WUWRAI,CoRE,Real,Grand Canonical Monte Carlo,1.24,0.0,0.0,0.33,0.38,6.78,3.31,0.22,2.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KOJYEO_CoRE,KOJYEO,CoRE,Real,Grand Canonical Monte Carlo,1.05,0.0,0.0,0.57,0.53,5.78,3.18,0.25,2.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KOJZAL_CoRE,KOJZAL,CoRE,Real,Grand Canonical Monte Carlo,1.13,633.4,715.0,0.43,0.47,5.32,4.05,0.23,2.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YARDEC_CoRE,YARDEC,CoRE,Real,Grand Canonical Monte Carlo,1.04,0.0,0.0,0.46,0.53,4.67,3.48,0.25,2.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ILOJEZ_CoRE,ILOJEZ,CoRE,Real,Grand Canonical Monte Carlo,1.39,0.0,0.0,0.18,0.3,4.07,3.11,0.19,2.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IRAGEN_CoRE,IRAGEN,CoRE,Real,Grand Canonical Monte Carlo,1.79,285.0,508.9,0.26,0.24,4.75,4.24,0.15,2.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NAXVOY03_CoRE,NAXVOY03,CoRE,Real,Grand Canonical Monte Carlo,1.4,0.0,0.0,0.28,0.32,4.72,3.66,0.19,2.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UDICAN_CoRE,UDICAN,CoRE,Real,Grand Canonical Monte Carlo,3.6,107.6,386.8,0.36,0.11,4.58,3.93,0.08,2.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WALBOC01_CoRE,WALBOC01,CoRE,Real,Grand Canonical Monte Carlo,1.7,0.0,0.0,0.32,0.28,4.2,2.99,0.16,2.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WUNVEH_CoRE,WUNVEH,CoRE,Real,Grand Canonical Monte Carlo,1.21,424.2,511.8,0.36,0.4,5.1,4.15,0.22,2.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ABEXIQ_CoRE,ABEXIQ,CoRE,Real,Grand Canonical Monte Carlo,1.79,331.0,591.7,0.34,0.27,4.81,4.08,0.15,2.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LANCOU_CoRE,LANCOU,CoRE,Real,Grand Canonical Monte Carlo,2.17,0.0,0.0,0.12,0.18,3.29,2.47,0.12,2.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QQQGTA02_CoRE,QQQGTA02,CoRE,Real,Grand Canonical Monte Carlo,2.06,0.0,0.0,0.28,0.25,4.84,2.42,0.13,2.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BUCYAA_CoRE,BUCYAA,CoRE,Real,Grand Canonical Monte Carlo,1.71,0.0,0.0,0.3,0.28,5.25,2.62,0.16,2.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EXIBUI_CoRE,EXIBUI,CoRE,Real,Grand Canonical Monte Carlo,1.86,0.0,0.0,0.23,0.23,4.33,3.27,0.14,2.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MIFSAX_CoRE,MIFSAX,CoRE,Real,Grand Canonical Monte Carlo,1.47,304.3,446.4,0.26,0.32,6.24,5.78,0.18,2.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QAVDEW_CoRE,QAVDEW,CoRE,Real,Grand Canonical Monte Carlo,1.58,0.0,0.0,0.3,0.33,3.86,2.95,0.17,2.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EBEMEE_CoRE,EBEMEE,CoRE,Real,Grand Canonical Monte Carlo,1.61,0.0,0.0,0.23,0.25,4.82,3.62,0.17,2.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIHLOZ_CoRE,FIHLOZ,CoRE,Real,Grand Canonical Monte Carlo,1.49,0.0,0.0,0.28,0.28,5.07,2.95,0.18,2.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GEZFIC_CoRE,GEZFIC,CoRE,Real,Grand Canonical Monte Carlo,1.23,0.0,0.0,0.29,0.38,4.13,3.17,0.21,2.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ISEQIH_CoRE,ISEQIH,CoRE,Real,Grand Canonical Monte Carlo,1.75,309.1,540.2,0.25,0.19,4.92,4.27,0.15,2.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUPTAS_CoRE,LUPTAS,CoRE,Real,Grand Canonical Monte Carlo,1.43,251.1,358.9,0.31,0.33,4.92,3.81,0.19,2.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAJHOG_CoRE,WAJHOG,CoRE,Real,Grand Canonical Monte Carlo,1.32,552.16,726.4,0.52,0.39,5.47,4.31,0.2,2.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WIKXUJ_CoRE,WIKXUJ,CoRE,Real,Grand Canonical Monte Carlo,1.21,313.5,377.9,0.2,0.36,5.9,4.88,0.22,2.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DAXGUG_CoRE,DAXGUG,CoRE,Real,Grand Canonical Monte Carlo,1.24,0.0,0.0,0.41,0.42,4.37,2.5,0.21,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IBUYAH_CoRE,IBUYAH,CoRE,Real,Grand Canonical Monte Carlo,1.49,93.1,139.2,0.12,0.27,4.28,4.03,0.18,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OKILIE_CoRE,OKILIE,CoRE,Real,Grand Canonical Monte Carlo,1.38,0.0,0.0,0.22,0.33,3.62,2.84,0.19,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RATCUL01_CoRE,RATCUL01,CoRE,Real,Grand Canonical Monte Carlo,1.74,0.0,0.0,0.26,0.26,4.69,3.68,0.15,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAZKUE_CoRE,VAZKUE,CoRE,Real,Grand Canonical Monte Carlo,2.08,0.0,0.0,0.15,0.2,3.47,2.55,0.13,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VUNYUZ_CoRE,VUNYUZ,CoRE,Real,Grand Canonical Monte Carlo,1.73,0.0,0.0,0.39,0.29,6.45,2.69,0.15,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEXNIW_CoRE,WEXNIW,CoRE,Real,Grand Canonical Monte Carlo,2.14,0.0,0.0,0.21,0.21,3.58,2.65,0.12,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XAQMOS_CoRE,XAQMOS,CoRE,Real,Grand Canonical Monte Carlo,2.38,0.0,0.0,0.14,0.15,4.22,2.49,0.11,2.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIBHIJ_CoRE,FIBHIJ,CoRE,Real,Grand Canonical Monte Carlo,1.29,0.0,0.0,0.3,0.4,5.34,3.42,0.2,2.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GUQTOB_CoRE,GUQTOB,CoRE,Real,Grand Canonical Monte Carlo,2.71,0.0,0.0,0.18,0.15,3.95,3.16,0.1,2.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HOTWUJ_CoRE,HOTWUJ,CoRE,Real,Grand Canonical Monte Carlo,1.98,0.0,0.0,0.32,0.24,4.28,3.37,0.13,2.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
INAMUG_CoRE,INAMUG,CoRE,Real,Grand Canonical Monte Carlo,1.24,0.0,0.0,0.18,0.34,5.66,3.65,0.21,2.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OYEBIE_CoRE,OYEBIE,CoRE,Real,Grand Canonical Monte Carlo,1.31,0.0,0.0,0.27,0.35,4.33,3.15,0.2,2.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GUPDIF_CoRE,GUPDIF,CoRE,Real,Grand Canonical Monte Carlo,1.2,313.72,376.01,0.54,0.45,4.75,3.85,0.22,2.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
JACQUA_CoRE,JACQUA,CoRE,Real,Grand Canonical Monte Carlo,2.5,0.0,0.0,0.23,0.13,6.01,3.29,0.11,2.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KIBXUP_CoRE,KIBXUP,CoRE,Real,Grand Canonical Monte Carlo,1.31,0.0,0.0,0.36,0.39,5.11,3.29,0.2,2.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MIFTUS_CoRE,MIFTUS,CoRE,Real,Grand Canonical Monte Carlo,1.62,187.7,303.7,0.24,0.27,6.05,5.68,0.16,2.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NEYBEZ_CoRE,NEYBEZ,CoRE,Real,Grand Canonical Monte Carlo,1.54,297.3,457.1,0.37,0.3,4.95,3.89,0.17,2.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AMAGAX_CoRE,AMAGAX,CoRE,Real,Grand Canonical Monte Carlo,1.46,575.9,840.3,0.4,0.31,6.93,6.1,0.18,2.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KIYMAI_CoRE,KIYMAI,CoRE,Real,Grand Canonical Monte Carlo,1.32,0.0,0.0,0.45,0.38,3.95,2.96,0.19,2.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LERNEC_CoRE,LERNEC,CoRE,Real,Grand Canonical Monte Carlo,1.76,0.0,0.0,0.28,0.23,4.91,2.64,0.15,2.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RETBEZ_CoRE,RETBEZ,CoRE,Real,Grand Canonical Monte Carlo,1.36,444.0,604.7,0.33,0.34,5.7,3.74,0.19,2.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TAXHUX_CoRE,TAXHUX,CoRE,Real,Grand Canonical Monte Carlo,1.66,0.0,0.0,0.08,0.27,3.51,3.06,0.16,2.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMCEY_CoRE,WEMCEY,CoRE,Real,Grand Canonical Monte Carlo,2.38,0.0,0.0,0.26,0.17,5.09,3.56,0.11,2.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ITAHEQ_CoRE,ITAHEQ,CoRE,Real,Grand Canonical Monte Carlo,1.77,103.4,183.4,0.15,0.23,4.67,4.13,0.15,2.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NATXIR_CoRE,NATXIR,CoRE,Real,Grand Canonical Monte Carlo,2.3,0.0,0.0,0.21,0.18,3.62,3.18,0.11,2.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SAKDEP_CoRE,SAKDEP,CoRE,Real,Grand Canonical Monte Carlo,1.15,0.0,0.0,0.32,0.41,5.6,3.2,0.22,2.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TEQVOC_CoRE,TEQVOC,CoRE,Real,Grand Canonical Monte Carlo,1.49,263.2,393.0,0.21,0.3,5.39,4.0,0.18,2.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KEQZAJ_CoRE,KEQZAJ,CoRE,Real,Grand Canonical Monte Carlo,1.33,0.0,0.0,0.2,0.32,4.83,3.11,0.2,2.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEGBEK_CoRE,PEGBEK,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.48,0.33,4.25,3.44,0.18,2.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEGBUA_CoRE,PEGBUA,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.24,0.34,4.24,3.44,0.18,2.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QUPDEL_CoRE,QUPDEL,CoRE,Real,Grand Canonical Monte Carlo,2.06,210.9,434.8,0.36,0.24,4.3,3.89,0.13,2.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CIPRID_CoRE,CIPRID,CoRE,Real,Grand Canonical Monte Carlo,1.66,0.0,0.0,0.19,0.24,4.54,2.9,0.16,2.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IMACZN01_CoRE,IMACZN01,CoRE,Real,Grand Canonical Monte Carlo,1.42,0.0,0.0,0.23,0.32,4.8,3.5,0.18,2.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KASPOL_CoRE,KASPOL,CoRE,Real,Grand Canonical Monte Carlo,1.67,0.0,0.0,0.19,0.25,4.04,2.93,0.16,2.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UBOGAV_CoRE,UBOGAV,CoRE,Real,Grand Canonical Monte Carlo,2.29,0.0,0.0,0.41,0.21,5.08,3.09,0.11,2.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XEJXER_CoRE,XEJXER,CoRE,Real,Grand Canonical Monte Carlo,1.56,0.0,0.0,0.19,0.26,4.12,3.58,0.17,2.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZERQOE_CoRE,ZERQOE,CoRE,Real,Grand Canonical Monte Carlo,1.57,161.3,252.5,0.24,0.22,4.5,4.03,0.17,2.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GUSMAJ_CoRE,GUSMAJ,CoRE,Real,Grand Canonical Monte Carlo,1.32,234.2,309.7,0.26,0.35,4.67,3.81,0.2,2.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ISIMAZ_CoRE,ISIMAZ,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.05,0.28,3.01,2.47,0.18,2.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEGCAH_CoRE,PEGCAH,CoRE,Real,Grand Canonical Monte Carlo,1.41,0.0,0.0,0.27,0.35,4.42,3.56,0.18,2.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAPFUP_CoRE,VAPFUP,CoRE,Real,Grand Canonical Monte Carlo,2.08,0.0,0.0,0.23,0.2,5.16,3.57,0.12,2.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ABAVOP_CoRE,ABAVOP,CoRE,Real,Grand Canonical Monte Carlo,1.57,0.0,0.0,0.17,0.24,3.54,2.44,0.16,2.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IMIXIM_CoRE,IMIXIM,CoRE,Real,Grand Canonical Monte Carlo,1.4,0.0,0.0,0.27,0.36,4.48,2.63,0.18,2.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XAGCIS02_CoRE,XAGCIS02,CoRE,Real,Grand Canonical Monte Carlo,1.77,0.0,0.0,0.38,0.25,5.56,2.66,0.14,2.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XEZPUP_CoRE,XEZPUP,CoRE,Real,Grand Canonical Monte Carlo,1.25,0.0,0.0,0.17,0.34,4.61,2.5,0.21,2.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ELOZEK_CoRE,ELOZEK,CoRE,Real,Grand Canonical Monte Carlo,2.8,77.1,215.9,0.09,0.13,5.95,5.24,0.09,2.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NERVIP_CoRE,NERVIP,CoRE,Real,Grand Canonical Monte Carlo,1.42,0.0,0.0,0.26,0.3,4.13,2.52,0.18,2.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEKVAE_CoRE,PEKVAE,CoRE,Real,Grand Canonical Monte Carlo,1.3,0.0,0.0,0.21,0.33,4.1,2.85,0.2,2.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DOTTUC_CoRE,DOTTUC,CoRE,Real,Grand Canonical Monte Carlo,1.15,505.8,580.3,0.34,0.44,4.63,4.26,0.22,2.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FAFGAU_CoRE,FAFGAU,CoRE,Real,Grand Canonical Monte Carlo,1.88,0.0,0.0,0.22,0.23,4.21,3.27,0.14,2.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LOQSOA_CoRE,LOQSOA,CoRE,Real,Grand Canonical Monte Carlo,1.3,0.0,0.0,0.23,0.35,4.8,3.14,0.2,2.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NERVEL_CoRE,NERVEL,CoRE,Real,Grand Canonical Monte Carlo,1.41,0.0,0.0,0.27,0.31,4.92,2.51,0.18,2.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OFEHEO_CoRE,OFEHEO,CoRE,Real,Grand Canonical Monte Carlo,1.45,0.0,0.0,0.47,0.32,5.41,3.31,0.18,2.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SIBMIB_CoRE,SIBMIB,CoRE,Real,Grand Canonical Monte Carlo,2.03,0.0,0.0,0.11,0.19,3.59,2.48,0.13,2.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AVUPIR_CoRE,AVUPIR,CoRE,Real,Grand Canonical Monte Carlo,1.47,0.0,0.0,0.31,0.33,3.87,3.54,0.17,2.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HARNAR_CoRE,HARNAR,CoRE,Real,Grand Canonical Monte Carlo,1.73,0.0,0.0,0.21,0.26,4.03,2.84,0.15,2.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PIHNUQ_CoRE,PIHNUQ,CoRE,Real,Grand Canonical Monte Carlo,1.46,0.0,0.0,0.19,0.28,4.37,3.62,0.18,2.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XAMLUS_CoRE,XAMLUS,CoRE,Real,Grand Canonical Monte Carlo,1.42,0.0,0.0,0.24,0.35,3.63,2.71,0.18,2.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
