Name ,CSD refc. ,DB Acr. ,GT ,Calc. Type ,Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS ,Source ,CSFT ,CSA 
BEXSAA_CoRE,BEXSAA,CoRE,Real,Grand Canonical Monte Carlo,0.99,1167.7,1159.2,0.5,0.59,6.22,4.72,1.13,11.91,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BIJDUV_CoRE,BIJDUV,CoRE,Real,Grand Canonical Monte Carlo,0.9,1606.3,1440.3,0.55,0.68,8.61,5.7,1.24,11.91,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUVTEC_CoRE,LUVTEC,CoRE,Real,Grand Canonical Monte Carlo,1.08,975.7,1053.4,0.49,0.55,10.45,10.05,1.05,11.91,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XOPLOE_CoRE,XOPLOE,CoRE,Real,Grand Canonical Monte Carlo,0.99,1868.1,1851.7,0.6,0.62,7.51,5.33,1.13,11.91,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IGOCOX_CoRE,IGOCOX,CoRE,Real,Grand Canonical Monte Carlo,1.23,0.0,0.0,0.65,0.52,12.17,2.56,0.91,11.9,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAYKAK_CoRE,WAYKAK,CoRE,Real,Grand Canonical Monte Carlo,1.08,1336.8,1438.8,0.62,0.57,8.41,6.62,1.03,11.89,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LOFVUY_CoRE,LOFVUY,CoRE,Real,Grand Canonical Monte Carlo,1.08,1559.4,1681.3,0.59,0.57,8.11,4.67,1.03,11.88,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VETTOE_CoRE,VETTOE,CoRE,Real,Grand Canonical Monte Carlo,0.9,2168.1,1957.3,0.72,0.73,6.63,4.7,1.2,11.88,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KAPHOZ_CoRE,KAPHOZ,CoRE,Real,Grand Canonical Monte Carlo,1.35,0.0,0.0,0.42,0.27,3.65,2.5,0.83,11.86,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BUGSAY_CoRE,BUGSAY,CoRE,Real,Grand Canonical Monte Carlo,1.68,516.8,869.9,0.35,0.31,4.68,4.14,0.68,11.85,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUVTAY_CoRE,LUVTAY,CoRE,Real,Grand Canonical Monte Carlo,1.09,976.0,1060.5,0.5,0.54,10.3,9.44,1.03,11.85,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ENITEB_CoRE,ENITEB,CoRE,Real,Grand Canonical Monte Carlo,0.91,2096.8,1906.9,0.66,0.73,7.98,5.25,1.2,11.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OTOROF_CoRE,OTOROF,CoRE,Real,Grand Canonical Monte Carlo,1.14,0.0,0.0,0.29,0.5,4.62,2.48,1.0,11.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XESKOX_CoRE,XESKOX,CoRE,Real,Grand Canonical Monte Carlo,1.57,623.3,976.3,0.4,0.3,8.68,8.4,0.73,11.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAGTAA_CoRE,VAGTAA,CoRE,Real,Grand Canonical Monte Carlo,0.87,1699.1,1482.1,0.6,0.73,5.69,4.4,1.24,11.83,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HIHGAI_CoRE,HIHGAI,CoRE,Real,Grand Canonical Monte Carlo,1.01,1514.0,1526.0,0.66,0.64,10.56,5.67,1.08,11.82,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ETEKAQ01_CoRE,ETEKAQ01,CoRE,Real,Grand Canonical Monte Carlo,1.17,1812.1,2052.8,0.58,0.55,6.79,5.19,0.95,11.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LAJLAL_CoRE,LAJLAL,CoRE,Real,Grand Canonical Monte Carlo,0.96,1135.72,1092.75,0.57,0.59,16.85,7.17,1.17,11.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XECBUD_CoRE,XECBUD,CoRE,Real,Grand Canonical Monte Carlo,0.99,1909.8,1892.8,0.63,0.64,6.78,5.13,1.11,11.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XOVVOU_CoRE,XOVVOU,CoRE,Real,Grand Canonical Monte Carlo,1.07,1504.3,1613.6,0.61,0.62,6.58,5.6,1.03,11.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YEKQOW_CoRE,YEKQOW,CoRE,Real,Grand Canonical Monte Carlo,1.23,1055.9,1300.2,0.54,0.5,13.71,3.97,0.91,11.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GAJYUN_CoRE,GAJYUN,CoRE,Real,Grand Canonical Monte Carlo,1.53,594.0,909.5,0.34,0.35,4.86,4.29,0.75,11.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KIGCEK_CoRE,KIGCEK,CoRE,Real,Grand Canonical Monte Carlo,0.99,1234.8,1223.4,0.52,0.62,10.39,10.28,1.12,11.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FUNCAT_CoRE,FUNCAT,CoRE,Real,Grand Canonical Monte Carlo,0.93,1430.4,1330.6,0.59,0.66,9.49,8.78,1.18,11.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QOZFUG_CoRE,QOZFUG,CoRE,Real,Grand Canonical Monte Carlo,0.86,1702.6,1470.6,0.51,0.71,7.42,5.3,1.28,11.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BEPMIU_CoRE,BEPMIU,CoRE,Real,Grand Canonical Monte Carlo,1.02,1048.4,1070.9,0.44,0.6,10.07,9.95,1.1,11.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KIDVIE_CoRE,KIDVIE,CoRE,Real,Grand Canonical Monte Carlo,1.59,711.7,1134.4,0.46,0.37,6.07,4.28,0.71,11.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AMILOY_CoRE,AMILOY,CoRE,Real,Grand Canonical Monte Carlo,1.01,1136.5,1145.0,0.56,0.6,11.03,9.18,1.09,11.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NAMZIL_CoRE,NAMZIL,CoRE,Real,Grand Canonical Monte Carlo,3.83,0.0,0.0,0.36,0.13,4.91,3.34,0.3,11.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMFOL_CoRE,WEMFOL,CoRE,Real,Grand Canonical Monte Carlo,1.69,1119.7,1887.3,0.53,0.36,4.86,4.33,0.66,11.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MOFLAV_CoRE,MOFLAV,CoRE,Real,Grand Canonical Monte Carlo,0.8,0.0,0.0,0.5,0.81,10.54,3.57,1.37,11.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ODUNEH_CoRE,ODUNEH,CoRE,Real,Grand Canonical Monte Carlo,0.96,1808.1,1744.6,0.62,0.66,6.66,5.05,1.13,11.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SETSOB_CoRE,SETSOB,CoRE,Real,Grand Canonical Monte Carlo,0.81,2758.7,2247.0,0.69,0.83,6.39,4.99,1.32,11.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BIJFAD_CoRE,BIJFAD,CoRE,Real,Grand Canonical Monte Carlo,0.86,1766.4,1512.0,0.56,0.72,8.36,6.26,1.26,11.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KABXIW_CoRE,KABXIW,CoRE,Real,Grand Canonical Monte Carlo,1.14,1499.4,1710.8,0.59,0.55,5.62,4.95,0.96,11.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XEXMEU_CoRE,XEXMEU,CoRE,Real,Grand Canonical Monte Carlo,1.05,1216.1,1282.4,0.56,0.56,9.63,8.85,1.05,11.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NIBXUT_CoRE,NIBXUT,CoRE,Real,Grand Canonical Monte Carlo,1.94,649.2,1258.6,0.44,0.27,6.21,5.18,0.58,11.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MOYYEF_CoRE,MOYYEF,CoRE,Real,Grand Canonical Monte Carlo,0.95,1879.2,1785.7,0.61,0.66,7.69,7.36,1.14,11.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TASWOB_CoRE,TASWOB,CoRE,Real,Grand Canonical Monte Carlo,1.27,1224.7,1552.8,0.54,0.47,7.29,6.57,0.87,11.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XUMTUV_CoRE,XUMTUV,CoRE,Real,Grand Canonical Monte Carlo,1.25,1346.8,1689.2,0.6,0.49,5.48,5.12,0.88,11.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YAPMAF_CoRE,YAPMAF,CoRE,Real,Grand Canonical Monte Carlo,1.01,1571.1,1581.0,0.57,0.61,8.18,6.25,1.09,11.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAVMOD_CoRE,CAVMOD,CoRE,Real,Grand Canonical Monte Carlo,0.96,1232.3,1182.3,0.53,0.62,10.29,9.37,1.14,11.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AVIPAX_CoRE,AVIPAX,CoRE,Real,Grand Canonical Monte Carlo,0.96,1760.2,1696.5,0.62,0.62,7.26,5.25,1.12,11.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GIYTAK_CoRE,GIYTAK,CoRE,Real,Grand Canonical Monte Carlo,1.11,1692.9,1884.4,0.61,0.57,5.86,4.32,0.98,11.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YURKIG_CoRE,YURKIG,CoRE,Real,Grand Canonical Monte Carlo,1.0,1958.4,1965.4,0.65,0.65,6.92,5.84,1.07,11.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PURJIW_CoRE,PURJIW,CoRE,Real,Grand Canonical Monte Carlo,0.89,1853.7,1658.0,0.61,0.72,8.03,6.17,1.21,11.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BUGSOM_CoRE,BUGSOM,CoRE,Real,Grand Canonical Monte Carlo,1.66,530.7,880.7,0.35,0.31,4.7,4.16,0.68,11.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GEDQOX_CoRE,GEDQOX,CoRE,Real,Grand Canonical Monte Carlo,1.08,2013.7,2173.8,0.66,0.59,6.45,4.68,1.0,11.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LOFVUY01_CoRE,LOFVUY01,CoRE,Real,Grand Canonical Monte Carlo,1.08,1554.9,1676.3,0.59,0.57,8.04,4.64,1.0,11.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FEZREJ_CoRE,FEZREJ,CoRE,Real,Grand Canonical Monte Carlo,1.32,1307.3,1725.7,0.62,0.48,6.81,5.3,0.83,11.54,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VEYREY_CoRE,VEYREY,CoRE,Real,Grand Canonical Monte Carlo,0.97,1354.5,1307.8,0.56,0.63,13.04,6.48,1.12,11.54,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FEWWUB_CoRE,FEWWUB,CoRE,Real,Grand Canonical Monte Carlo,0.84,1231.3,1033.7,0.56,0.74,13.46,4.1,1.27,11.53,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NERVEN_CoRE,NERVEN,CoRE,Real,Grand Canonical Monte Carlo,1.08,1173.6,1267.9,0.46,0.53,12.25,5.76,1.02,11.53,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CUVGOQ_CoRE,CUVGOQ,CoRE,Real,Grand Canonical Monte Carlo,1.0,1298.3,1301.0,0.57,0.54,5.6,4.54,1.08,11.52,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NOCKOG_CoRE,NOCKOG,CoRE,Real,Grand Canonical Monte Carlo,1.05,1013.7,1060.3,0.51,0.53,5.63,5.02,1.03,11.52,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PAMHIW_CoRE,PAMHIW,CoRE,Real,Grand Canonical Monte Carlo,0.95,1183.8,1127.1,0.63,0.66,9.27,4.5,1.12,11.51,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VODQIP_CoRE,VODQIP,CoRE,Real,Grand Canonical Monte Carlo,1.04,1554.8,1624.3,0.6,0.6,7.29,5.98,1.04,11.51,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BEPPAP_CoRE,BEPPAP,CoRE,Real,Grand Canonical Monte Carlo,1.03,1012.3,1044.4,0.43,0.59,9.91,9.79,1.07,11.48,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IYOHOU_CoRE,IYOHOU,CoRE,Real,Grand Canonical Monte Carlo,0.95,1694.6,1616.9,0.58,0.67,8.45,6.54,1.13,11.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KASRAZ_CoRE,KASRAZ,CoRE,Real,Grand Canonical Monte Carlo,0.99,1906.8,1880.9,0.67,0.67,6.02,4.14,1.07,11.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NEZWOG_CoRE,NEZWOG,CoRE,Real,Grand Canonical Monte Carlo,1.71,777.1,1310.5,0.44,0.32,6.15,4.94,0.65,11.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SERKEG_CoRE,SERKEG,CoRE,Real,Grand Canonical Monte Carlo,1.31,872.3,1144.9,0.49,0.42,9.1,8.52,0.84,11.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XEXLAP_CoRE,XEXLAP,CoRE,Real,Grand Canonical Monte Carlo,1.07,1176.2,1256.8,0.54,0.52,8.65,8.02,1.01,11.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GITTIN_CoRE,GITTIN,CoRE,Real,Grand Canonical Monte Carlo,1.09,1161.83,1271.97,0.61,0.55,11.24,3.73,0.99,11.44,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ETEJUJ_CoRE,ETEJUJ,CoRE,Real,Grand Canonical Monte Carlo,1.11,1845.7,2052.6,0.68,0.59,6.81,5.16,0.96,11.43,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OHOFEW_CoRE,OHOFEW,CoRE,Real,Grand Canonical Monte Carlo,0.87,887.1,772.9,0.37,0.68,7.31,6.33,1.25,11.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TUDMAH_CoRE,TUDMAH,CoRE,Real,Grand Canonical Monte Carlo,0.81,2283.61,1854.02,0.65,0.8,6.63,4.44,1.28,11.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XIBZUF_CoRE,XIBZUF,CoRE,Real,Grand Canonical Monte Carlo,0.94,2060.4,1930.0,0.7,0.69,6.92,4.64,1.11,11.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BETGAK_CoRE,BETGAK,CoRE,Real,Grand Canonical Monte Carlo,1.06,1853.3,1967.4,0.64,0.59,6.11,4.21,1.0,11.38,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OYUSAD_CoRE,OYUSAD,CoRE,Real,Grand Canonical Monte Carlo,1.14,1654.3,1882.3,0.67,0.56,6.76,4.84,0.93,11.37,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UTOTUT_CoRE,UTOTUT,CoRE,Real,Grand Canonical Monte Carlo,1.89,0.0,0.0,0.14,0.21,3.75,2.63,0.59,11.37,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BUGSIG_CoRE,BUGSIG,CoRE,Real,Grand Canonical Monte Carlo,1.64,539.2,883.3,0.35,0.32,4.73,4.18,0.67,11.35,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ALOLET_CoRE,ALOLET,CoRE,Real,Grand Canonical Monte Carlo,0.9,1698.2,1530.5,0.62,0.72,9.4,5.21,1.16,11.34,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XEDPON_CoRE,XEDPON,CoRE,Real,Grand Canonical Monte Carlo,1.14,1294.1,1469.1,0.64,0.56,7.48,4.32,0.93,11.34,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CIFMIP_CoRE,CIFMIP,CoRE,Real,Grand Canonical Monte Carlo,1.09,1529.4,1664.0,0.62,0.57,7.9,6.45,0.97,11.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVJOP_CoRE,RAVJOP,CoRE,Real,Grand Canonical Monte Carlo,1.23,1250.0,1536.7,0.59,0.51,6.06,4.36,0.87,11.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VOCXUH_CoRE,VOCXUH,CoRE,Real,Grand Canonical Monte Carlo,0.77,2823.0,2165.6,0.73,0.89,7.53,4.93,1.33,11.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GUKZAO_CoRE,GUKZAO,CoRE,Real,Grand Canonical Monte Carlo,1.24,1468.8,1820.8,0.63,0.49,6.06,4.97,0.86,11.31,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TOZHAR_CoRE,TOZHAR,CoRE,Real,Grand Canonical Monte Carlo,1.35,585.5,793.4,0.52,0.48,4.72,3.81,0.8,11.31,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XADDUD_CoRE,XADDUD,CoRE,Real,Grand Canonical Monte Carlo,1.13,1509.2,1712.4,0.59,0.52,6.46,5.36,0.94,11.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZARQAM_CoRE,ZARQAM,CoRE,Real,Grand Canonical Monte Carlo,2.76,425.6,1176.7,0.44,0.19,7.63,6.94,0.4,11.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FILYEG_CoRE,FILYEG,CoRE,Real,Grand Canonical Monte Carlo,1.07,1558.1,1666.3,0.6,0.58,7.61,5.33,0.99,11.28,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UWOWAF_CoRE,UWOWAF,CoRE,Real,Grand Canonical Monte Carlo,1.16,768.5,893.8,0.5,0.48,5.45,4.15,0.92,11.28,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QABVEW_CoRE,QABVEW,CoRE,Real,Grand Canonical Monte Carlo,1.02,0.0,0.0,0.62,0.61,7.68,3.03,1.04,11.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DEPXOM_CoRE,DEPXOM,CoRE,Real,Grand Canonical Monte Carlo,1.08,1870.1,2019.5,0.64,0.56,5.87,4.69,0.98,11.25,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GIMSIG_CoRE,GIMSIG,CoRE,Real,Grand Canonical Monte Carlo,1.45,937.4,1357.9,0.56,0.4,8.71,5.7,0.74,11.25,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SERKAC_CoRE,SERKAC,CoRE,Real,Grand Canonical Monte Carlo,1.63,693.7,1131.5,0.47,0.33,8.95,8.37,0.67,11.25,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UNAZIT_CoRE,UNAZIT,CoRE,Real,Grand Canonical Monte Carlo,0.88,2049.4,1805.0,0.63,0.72,8.2,5.35,1.18,11.25,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BUGSEC_CoRE,BUGSEC,CoRE,Real,Grand Canonical Monte Carlo,1.61,558.4,898.3,0.35,0.33,4.72,4.19,0.68,11.24,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OBEDEE_CoRE,OBEDEE,CoRE,Real,Grand Canonical Monte Carlo,0.93,1584.3,1477.2,0.57,0.67,5.84,4.97,1.12,11.24,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZARTAP03_CoRE,ZARTAP03,CoRE,Real,Grand Canonical Monte Carlo,1.17,0.0,0.0,0.37,0.47,4.17,3.65,0.92,11.24,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FITJEY_CoRE,FITJEY,CoRE,Real,Grand Canonical Monte Carlo,2.06,0.0,0.0,0.29,0.25,4.8,3.18,0.53,11.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MIZJUB_CoRE,MIZJUB,CoRE,Real,Grand Canonical Monte Carlo,0.87,2078.6,1803.4,0.62,0.77,6.38,6.0,1.18,11.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KUXLUL_CoRE,KUXLUL,CoRE,Real,Grand Canonical Monte Carlo,1.22,1634.9,1991.9,0.65,0.52,5.74,5.28,0.86,11.2,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EQERAU_CoRE,EQERAU,CoRE,Real,Grand Canonical Monte Carlo,0.83,1927.0,1599.7,0.66,0.77,8.66,5.1,1.23,11.18,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OXALIJ_CoRE,OXALIJ,CoRE,Real,Grand Canonical Monte Carlo,0.94,1762.9,1661.8,0.56,0.66,7.04,4.96,1.11,11.18,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VATYEV_CoRE,VATYEV,CoRE,Real,Grand Canonical Monte Carlo,1.6,1017.8,1629.4,0.52,0.38,5.7,4.67,0.67,11.17,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OSIKUX_CoRE,OSIKUX,CoRE,Real,Grand Canonical Monte Carlo,1.1,1414.5,1553.3,0.59,0.59,7.7,6.99,0.95,11.16,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DANZEZ_CoRE,DANZEZ,CoRE,Real,Grand Canonical Monte Carlo,0.98,1216.2,1194.5,0.52,0.6,9.72,8.15,1.07,11.14,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NIJZIP01_CoRE,NIJZIP01,CoRE,Real,Grand Canonical Monte Carlo,1.46,717.3,1024.2,0.38,0.39,9.05,7.56,0.73,11.13,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PANYEK_CoRE,PANYEK,CoRE,Real,Grand Canonical Monte Carlo,1.11,1331.5,1473.3,0.59,0.56,7.44,5.56,0.94,11.12,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XACZEH_CoRE,XACZEH,CoRE,Real,Grand Canonical Monte Carlo,1.19,731.9,869.6,0.42,0.5,10.61,7.24,0.9,11.12,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CEHKUW_CoRE,CEHKUW,CoRE,Real,Grand Canonical Monte Carlo,1.26,1517.4,1917.2,0.68,0.51,6.94,5.89,0.82,11.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VACFOV_CoRE,VACFOV,CoRE,Real,Grand Canonical Monte Carlo,0.93,1842.2,1788.4,0.7,0.71,6.97,6.75,1.1,11.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XILVIZ_CoRE,XILVIZ,CoRE,Real,Grand Canonical Monte Carlo,0.85,2142.1,1818.0,0.67,0.76,7.75,4.85,1.2,11.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DUXKUD_CoRE,DUXKUD,CoRE,Real,Grand Canonical Monte Carlo,1.24,993.4,1230.2,0.49,0.47,7.67,6.9,0.85,11.09,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OWAVOY_CoRE,OWAVOY,CoRE,Real,Grand Canonical Monte Carlo,1.01,1679.8,1695.3,0.64,0.64,8.02,4.28,1.02,11.09,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NUDLAA_CoRE,NUDLAA,CoRE,Real,Grand Canonical Monte Carlo,1.02,1283.8,1313.6,0.59,0.59,10.11,9.9,1.02,11.08,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KEWZOD_CoRE,KEWZOD,CoRE,Real,Grand Canonical Monte Carlo,0.84,2159.2,1817.2,0.67,0.78,8.26,4.77,1.21,11.07,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MOXJOZ_CoRE,MOXJOZ,CoRE,Real,Grand Canonical Monte Carlo,0.97,0.0,0.0,0.58,0.6,10.21,2.89,1.07,11.04,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AQMAND_CoRE,AQMAND,CoRE,Real,Grand Canonical Monte Carlo,2.06,0.0,0.0,0.15,0.22,3.39,2.87,0.53,11.03,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BELVEV_CoRE,BELVEV,CoRE,Real,Grand Canonical Monte Carlo,0.89,1889.8,1674.1,0.56,0.7,6.99,4.92,1.16,11.03,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HEJHAH_CoRE,HEJHAH,CoRE,Real,Grand Canonical Monte Carlo,1.11,1012.5,1119.3,0.55,0.54,9.86,8.81,0.94,11.03,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NEJYUY_CoRE,NEJYUY,CoRE,Real,Grand Canonical Monte Carlo,1.04,1816.1,1884.5,0.61,0.61,6.59,5.75,0.99,11.03,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUSHOX01_CoRE,LUSHOX01,CoRE,Real,Grand Canonical Monte Carlo,1.21,874.0,1043.1,0.5,0.44,5.4,4.94,0.86,11.02,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMDAV_CoRE,WEMDAV,CoRE,Real,Grand Canonical Monte Carlo,2.57,0.0,0.0,0.25,0.16,5.02,3.49,0.42,11.02,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HUZSOL_CoRE,HUZSOL,CoRE,Real,Grand Canonical Monte Carlo,0.91,1745.3,1399.4,0.53,0.67,10.57,9.02,1.14,11.0,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MUCLOM_CoRE,MUCLOM,CoRE,Real,Grand Canonical Monte Carlo,0.83,0.0,0.0,0.57,0.69,10.23,2.86,1.23,11.0,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QOMFEE_CoRE,QOMFEE,CoRE,Real,Grand Canonical Monte Carlo,0.96,1821.1,1741.9,0.64,0.67,6.23,4.79,1.06,11.0,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAFKAQ_CoRE,WAFKAQ,CoRE,Real,Grand Canonical Monte Carlo,0.91,2128.4,1939.9,0.73,0.73,8.03,5.52,1.1,10.99,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EKOPUQ_CoRE,EKOPUQ,CoRE,Real,Grand Canonical Monte Carlo,0.97,1345.1,1307.9,0.52,0.63,11.06,8.03,1.07,10.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BETDAH_CoRE,BETDAH,CoRE,Real,Grand Canonical Monte Carlo,1.16,1715.8,1995.5,0.65,0.54,6.2,4.35,0.89,10.96,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
